entry_time,exit_time,direction,entry,exit,sl,tp,lots,pnl,r_multiple,meta
2017-01-04 15:00:00+00:00,2017-01-04 19:00:00+00:00,1,1165.5349999999999,1160.5160785585063,1160.6910785585062,1174.937842882988,0.61,-306.1542079311098,-1.0361277535388749,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.61984088853461), 'atr': 3.165947627662605, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-04 14:00:00+0000', tz='UTC')}"
2017-01-03 17:00:00+00:00,2017-01-05 06:00:00+00:00,1,1162.115,1174.3106959699733,1174.4856959699732,,0.46,634.6020146187699,2.1445704922874618,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.48206749072625), 'atr': 4.178565323324392, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-03 16:00:00+0000', tz='UTC')}"
2017-01-04 09:00:00+00:00,2017-01-05 06:00:00+00:00,1,1165.5449999999998,1174.7702295853849,1174.9452295853848,,0.6,625.5137751231014,2.0881301719179812,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(67.9526607734332), 'atr': 3.1984098617949734, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-04 08:00:00+0000', tz='UTC')}"
2017-01-05 00:00:00+00:00,2017-01-05 16:00:00+00:00,1,1171.865,1181.2150000000001,1181.5805196298968,,0.58,542.3000000000079,1.8207452664387236,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(72.86912177305884), 'atr': 3.3001732099655485, 'exit_reason': 'sl_gap', 'signal_time': Timestamp('2017-01-04 23:00:00+0000', tz='UTC')}"
2017-01-05 13:00:00+00:00,2017-01-06 04:00:00+00:00,1,1175.745,1175.62167634851,1175.79667634851,1186.0123171901691,0.56,15.49387551656255,0.05127283485738911,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.02355850653421), 'atr': 3.4807723967230597, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-05 12:00:00+0000', tz='UTC')}"
2017-01-10 03:00:00+00:00,2017-01-10 12:00:00+00:00,1,1186.155,1181.4792194352485,1181.6542194352485,1194.6015611295034,0.67,-313.27729783834707,-1.0388821444374543,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.37428425551946), 'atr': 2.8771870431677478, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-10 02:00:00+0000', tz='UTC')}"
2017-01-09 16:00:00+00:00,2017-01-11 14:00:00+00:00,1,1183.2649999999999,1183.2893414082664,1183.4643414082664,1191.914667347222,0.66,54.40653294559143,0.17969946529257638,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.36813697432302), 'atr': 2.9415557824073546, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-09 15:00:00+0000', tz='UTC')}"
2017-01-09 18:00:00+00:00,2017-01-11 14:00:00+00:00,1,1183.445,1183.2893414082664,1183.4643414082664,1192.2216264371455,0.66,42.52653294558723,0.1408146219017727,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.20683476148108), 'atr': 2.9672088123818536, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-09 17:00:00+0000', tz='UTC')}"
2017-01-12 14:00:00+00:00,2017-01-12 18:00:00+00:00,1,1204.225,1198.5188764119437,1198.6938764119436,1214.7922471761128,0.54,-308.13067375503715,-1.0316391411643453,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.46961086406476), 'atr': 3.577415725370953, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-12 13:00:00+0000', tz='UTC')}"
2017-01-12 02:00:00+00:00,2017-01-12 19:00:00+00:00,1,1197.385,1196.588192624153,1196.763192624153,1208.8355405978543,0.5,-39.84036879235191,-0.13273994108844317,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.63807836854843), 'atr': 3.8785135326181126, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-12 01:00:00+0000', tz='UTC')}"
2017-01-12 05:00:00+00:00,2017-01-12 19:00:00+00:00,1,1198.655,1196.588192624153,1196.763192624153,1208.9151321769266,0.56,-115.74121304743312,-0.38220658648193884,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(66.82359167047048), 'atr': 3.4817107256421846, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-12 04:00:00+0000', tz='UTC')}"
2017-01-16 06:00:00+00:00,2017-01-16 09:00:00+00:00,1,1206.185,1201.0891116648108,1201.2641116648108,1215.5017766703784,0.61,-310.8491884465352,-1.0355626846373518,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(66.76575867615051), 'atr': 3.1639255567928197, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-16 05:00:00+0000', tz='UTC')}"
2017-01-17 04:00:00+00:00,2017-01-17 09:00:00+00:00,1,1206.725,1212.315,1212.97491684879,,0.86,480.74000000001246,1.6074958540943347,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.02878280521875), 'atr': 2.161638949596669, 'exit_reason': 'sl_gap', 'signal_time': Timestamp('2017-01-17 03:00:00+0000', tz='UTC')}"
2017-01-17 13:00:00+00:00,2017-01-18 05:00:00+00:00,1,1216.465,1211.1302669857018,1211.3052669857018,1226.259466028596,0.58,-286.21451482928865,-0.9563930925541013,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(67.14311623355397), 'atr': 3.32315534286538, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-17 12:00:00+0000', tz='UTC')}"
2017-01-23 01:00:00+00:00,2017-01-23 08:00:00+00:00,1,1217.925,1211.9769067824038,1212.1519067824038,1228.9761864351926,0.52,-309.30084731499846,-1.030313039025,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(67.2369545823683), 'atr': 3.738728811730869, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-23 00:00:00+0000', tz='UTC')}"
2017-01-31 23:00:00+00:00,2017-02-01 13:00:00+00:00,1,1211.665,1206.3575385554607,1206.5325385554606,1221.5549228890786,0.58,-284.63276378327856,-0.9561613852473393,"{'trail_atr_mult': 3.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'rsi': np.float64(65.11901909700589), 'atr': 3.3383076296928498, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-31 22:00:00+0000', tz='UTC')}"
