entry_time,exit_time,direction,entry,exit,sl,tp,lots,pnl,r_multiple,meta
2017-01-04 09:00:00+00:00,2017-01-05 07:00:00+00:00,1,1165.5449999999998,1177.9688963823382,1178.1438963823382,,0.75,1021.7922286753799,2.0667480974122214,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1164.35, 'don_lower': 1135.66, 'atr': 3.1984740955845625, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-04 08:00:00+0000', tz='UTC')}"
2017-01-05 15:00:00+00:00,2017-01-06 06:00:00+00:00,1,1181.565,1173.7306818790394,1173.9056818790393,1196.0886362419212,0.65,-483.23067786244474,-0.9706240168580669,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1179.26, 'don_lower': 1136.45, 'atr': 3.697159060480332, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-05 14:00:00+0000', tz='UTC')}"
2017-01-10 14:00:00+00:00,2017-01-10 17:00:00+00:00,1,1188.985,1182.2464637201697,1182.4214637201696,1201.5870725596606,0.76,-512.1287572670963,-1.0266624564166316,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1187.54, 'don_lower': 1145.95, 'atr': 3.194268139915143, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-10 13:00:00+0000', tz='UTC')}"
2017-01-11 18:00:00+00:00,2017-01-13 01:00:00+00:00,1,1195.0149999999999,1193.2374973480498,1193.4124973480498,1212.7213912207121,0.54,-9.585143205302401,-0.01947220042630505,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1191.27, 'don_lower': 1160.63, 'atr': 4.470347805178079, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-11 17:00:00+0000', tz='UTC')}"
2017-01-17 05:00:00+00:00,2017-01-18 20:00:00+00:00,1,1211.965,1208.1751469545313,1208.3501469545313,1221.4418270192816,0.99,-335.59545150139036,-0.6738046756265399,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1208.48, 'don_lower': 1177.11, 'atr': 2.4179567548203833, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-01-17 04:00:00+0000', tz='UTC')}"
2017-01-26 09:00:00+00:00,2017-01-27 08:00:00+00:00,-1,1192.4650000000001,1182.365,1181.3415036127099,,0.86,851.4000000000117,1.7130255819237186,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1219.4, 'don_lower': 1193.22, 'atr': 2.8171240968225173, 'exit_reason': 'sl_gap', 'signal_time': Timestamp('2017-01-26 08:00:00+0000', tz='UTC')}"
2017-02-02 03:00:00+00:00,2017-02-03 00:00:00+00:00,1,1216.2649999999999,1212.762700800253,1212.937700800253,1228.977458915135,0.75,-232.67243998101435,-0.4676553693650908,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1215.23, 'don_lower': 1180.48, 'atr': 3.224364728783781, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-02-02 02:00:00+0000', tz='UTC')}"
2017-02-06 11:00:00+00:00,2017-02-08 09:00:00+00:00,1,1226.135,1235.864979664263,1236.039979664263,,0.96,1010.8780477692533,2.0308583054510225,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1225.21, 'don_lower': 1188.2, 'atr': 2.514994916065742, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-02-06 10:00:00+0000', tz='UTC')}"
2017-02-08 12:00:00+00:00,2017-02-09 15:00:00+00:00,1,1239.905,1235.5098700755123,1235.6848700755122,1250.1122044696779,0.93,-297.1470829773579,-0.5921181225698565,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1238.31, 'don_lower': 1198.1, 'atr': 2.6005511174194296, 'exit_reason': 'sl', 'signal_time': Timestamp('2017-02-08 11:00:00+0000', tz='UTC')}"
2017-02-23 13:00:00+00:00,2017-02-24 13:00:00+00:00,1,1248.575,1257.535,1258.2969464712871,,0.99,926.6400000000036,1.8376458591163518,"{'trail_atr_mult': 4.0, 'trail_atr_len': 14, 'tp_converts_to_trail': True, 'don_upper': 1243.71, 'don_lower': 1226.04, 'atr': 2.469236617821738, 'exit_reason': 'sl_gap', 'signal_time': Timestamp('2017-02-23 12:00:00+0000', tz='UTC')}"
